posX,posY,depth,count
1867,282,8,29
117,284,3,15
43,354,1,5
43,528,2,10
43,538,2,9
43,632,1,4
43,703,1,5
43,729,4,28
116,922,10,39
117,108,8,39
117,304,7,36
117,333,8,39
117,378,7,36
117,550,7,41
43,1083,1,3
44,62,1,3
43,156,9,34
43,275,3,15
44,350,1,5
43,1155,2,10
44,71,1,3
43,295,3,17
44,209,1,4
43,335,4,27
44,341,1,3
44,381,1,4
43,644,4,19
43,1031,3,12
43,1111,3,17
43,1331,2,11
44,480,2,11
44,562,2,9
44,829,1,3
117,1274,3,12
118,299,3,13
118,481,3,15
1867,1076,6,37
1868,620,3,15
1867,726,8,36
1868,813,3,12
1868,839,3,12
117,1413,4,22
118,135,5,31
118,341,4,28
118,405,4,24
118,424,4,23
118,704,2,9
117,1079,7,30
117,1372,5,32
1867,1497,5,30
117,1529,5,32
118,638,4,23
1868,1570,2,8
116,1626,8,29
118,507,4,21
44,562,2,9
43,978,6,36
44,1077,4,24
44,1098,3,17
44,1276,2,9
43,1281,5,24
43,1309,4,23
43,1313,4,26
43,1639,4,26
44,285,5,21
43,784,6,28
44,345,5,28
44,1213,4,28
44,1262,2,7
44,1344,3,16
44,1368,1,5
44,1426,1,3
44,1435,1,3
44,1741,1,4
1793,106,4,25
1793,128,6,28
1793,139,7,32
1793,166,3,12
1793,191,5,32
1793,196,3,16
1793,236,4,20
1793,419,5,29
1793,425,4,21
1793,457,2,10
1793,550,4,27
1793,804,2,8
1793,944,2,8
1793,949,1,3
1793,1080,1,5
1793,3143,3,12
1793,3260,3,18
1794,17,1,4
1794,164,1,5
1794,323,2,8
1794,372,1,4
1794,678,1,5
1794,924,2,8
1794,1037,3,17
1794,1124,1,3
1793,1254,2,7
1793,1683,6,32
1794,74,6,34
43,85,4,18
43,88,10,42
43,110,5,33
43,279,1,3
43,354,1,4
44,363,2,9
43,367,5,31
43,367,5,28
43,388,7,39
43,538,2,8
43,632,1,4
43,703,1,4
44,71,1,5
44,341,1,5
1793,1224,6,29
1794,599,4,28
44,659,3,12
1793,805,7,33
44,860,2,7
1793,893,7,30
44,919,1,5
1794,1037,3,17
43,1309,4,27
43,1313,4,28
44,381,1,3
1793,1315,6,26
43,1446,2,8
44,1022,2,8
43,1083,1,5
44,62,1,4
43,110,5,21
43,145,3,12
43,145,3,17
43,156,9,34
43,275,3,15
43,279,1,4
43,295,3,17
43,335,4,27
43,354,1,5
44,363,2,9
43,367,5,31
43,528,2,10
43,538,2,9
43,632,1,4
43,644,4,19
43,703,1,5
43,729,4,28
43,1083,1,3
44,62,1,3
44,71,1,3
44,209,1,4
44,350,1,5
43,1155,2,10
44,341,1,3
44,381,1,4
1794,535,5,30
1793,549,6,27
1794,566,5,24
1794,593,5,23
1794,599,4,28
44,659,3,12
1793,805,7,33
1794,819,3,13
44,860,2,7
1793,884,6,23
1793,893,7,30
44,919,1,5
1794,924,2,11
1794,929,3,17
1793,933,5,24
43,1031,3,12
1794,1077,2,7
43,1111,3,17
1794,1124,1,5
44,1136,1,4
43,1331,2,11
44,480,2,11
44,562,2,9
44,829,1,3
1793,106,4,18
1793,128,6,26
1793,139,7,32
1793,166,3,12
1793,196,3,12
1793,457,2,11
1793,804,2,8
1793,1080,1,5
1793,1759,4,23
1793,1769,5,32
1793,1807,2,8
1793,1947,5,22
1793,2130,2,9
1793,2193,6,23
1793,2195,3,17
1793,2226,2,11
1793,2295,4,22
1793,2312,4,22
1793,2314,4,28
1793,2387,4,19
1793,2388,4,20
1793,2400,2,7
1793,2481,5,32
1793,2534,5,29
1793,2596,1,4
1793,2627,2,11
1793,2744,2,7
1793,2833,4,20
1793,2854,2,8
1793,2990,4,23
1793,2998,3,14
1793,3125,2,8
1793,3143,3,18
1793,3202,3,12
1794,17,1,3
1794,372,1,5
1794,465,1,4
1793,949,1,4
1794,164,1,5
1793,191,5,23
1793,368,4,20
1793,381,5,29
1793,419,5,22
1793,425,4,23
1793,550,4,22
1793,708,4,27
1793,734,7,26
1793,761,6,36
1793,814,4,26
1793,944,2,8
1793,1254,2,9
1793,1334,3,16
1793,1511,2,7
1794,272,2,11
1794,323,2,7
1794,678,1,5
1794,1769,1,3
43,1770,9,44
43,1781,2,8
43,1793,5,22
43,1862,4,21
43,1942,10,34
43,1960,5,26
43,2024,1,3
43,2083,6,32
1794,2093,1,5
43,2098,3,17
43,2154,2,8
43,2268,5,25
43,2273,5,33
43,2321,7,34
43,2335,5,26
43,2576,1,3
43,2590,1,3
1794,2705,1,4
43,2715,2,10
43,2719,2,8
43,2735,2,7
43,2758,1,5
43,3094,1,5
44,1757,2,7
44,2452,1,5
43,2598,3,14
43,2759,3,17
43,2935,3,17
43,3460,2,11
43,3477,1,4
44,2435,2,9
43,3493,3,14
44,209,1,5
1793,236,4,25
43,275,3,18
43,295,3,17
43,335,4,24
43,461,8,34
43,528,2,10
44,350,1,3
1793,549,6,27
1793,755,5,30
1794,127,4,21
1793,477,5,29
1793,490,8,39
1793,838,5,30
1794,535,5,30
1794,593,5,23
43,644,4,24
1793,884,6,23
1794,924,2,11
1793,933,5,24
1794,1077,2,7
1794,1124,1,5
1793,1125,5,25
1793,1157,4,21
1793,1349,5,29
1793,1709,4,27
1793,3385,1,3
1794,819,3,13
1794,929,3,17
1794,1109,2,10
44,1136,1,4
43,1155,2,7
1793,1157,4,21
44,1205,1,5
1793,1224,6,29
43,1309,4,27
43,1313,4,28
44,480,2,9
44,1205,1,5
43,1446,2,8
44,829,1,4
118,993,3,16
44,1022,2,8
118,1294,1,5
118,1408,1,3
117,1574,5,26
118,1457,1,5
119,482,1,5
1868,1705,2,10
1867,1760,10,32
1867,1794,8,37
117,1895,10,45
118,2037,6,26
1867,2044,10,31
118,2296,4,25
117,2359,9,30
1868,2544,3,16
119,2610,1,5
117,2786,10,30
1866,2878,10,32
1866,2899,10,32
1867,1755,9,35
1867,2248,5,24
1867,2622,7,33
1866,3073,10,32
1867,3181,6,36
117,3205,7,30
1867,3252,6,36
1867,3325,6,29
1867,3333,5,27
1868,1796,5,32
1868,1929,5,27
1868,2374,3,17
1868,2522,4,22
1868,2540,4,22
1868,2554,3,13
1868,2612,3,17
1867,2795,7,40
1868,2820,3,12
1868,2849,2,10
1868,2948,2,7
1868,3140,2,7
1866,3194,10,40
1868,3339,1,5
1869,2423,1,5
1867,3221,7,29
117,3414,6,30
119,1783,2,8
118,1955,7,34
118,2137,6,37
117,2701,10,36
118,2113,7,35
118,2918,4,19
118,2941,4,19
118,3024,4,21
119,1900,3,16
118,2300,6,26
119,2363,2,11
119,2512,2,10
119,2583,2,9
117,2875,9,40
117,3434,7,37
118,3423,4,23
1793,1315,6,26
1793,1349,5,29
1794,1109,2,10
1793,1125,5,25
1793,1683,6,32
1794,1037,3,17
43,1331,2,10
43,1446,2,8
44,1435,1,3
44,1435,1,3
1793,1709,4,27
1793,1709,4,27
1793,1769,5,24
1793,1807,2,10
1793,1891,6,27
1793,1893,4,21
1793,1947,5,28
1793,2130,2,11
1793,2195,3,12
1793,2226,2,10
1793,2400,2,8
1793,2596,1,3
1793,2627,2,9
1793,2744,2,7
1793,2854,2,8
1793,3125,2,11
1793,3385,1,4
1794,1077,2,11
1794,1168,2,9
1793,1334,3,13
1793,1759,4,23
1793,1769,5,32
1793,1807,2,8
1793,1947,5,22
1793,2130,2,9
1793,2195,3,17
1793,2226,2,11
1793,2400,2,7
1793,2596,1,4
1793,2627,2,11
1793,2744,2,7
1793,2854,2,8
1793,2998,3,14
1793,3125,2,8
1793,3143,3,18
1793,3202,3,12
1794,1109,2,9
1794,1769,1,3
1794,1769,1,4
1794,2093,1,5
1794,2104,2,10
1793,2387,4,22
1793,2388,4,20
1793,2990,4,23
1793,2998,3,18
1793,3202,3,15
1794,2761,3,13
1793,3295,4,20
1794,2236,3,18
1794,2705,1,3
1794,2868,1,3
1862,3453,2,9
1862,3489,2,8
1863,1984,1,3
1860,3177,10,32
1861,2084,10,42
1861,2154,10,45
1861,2812,9,45
1862,1844,7,33
1861,2935,9,37
1861,2955,9,34
1862,3146,3,12
1861,3211,7,26
1861,3427,7,27
1862,1785,9,46
1862,2104,6,31
1862,2624,5,24
1861,3324,8,40
1862,2216,8,39
1862,3442,3,18
1863,1787,3,17
1863,1812,3,18
1862,2508,6,34
1861,2620,10,29
1863,1885,4,21
1863,1912,4,21
1862,2255,8,34
1863,2162,4,25
1862,2366,6,28
1863,2118,4,19
1863,2225,3,14
1863,2374,2,7
1862,2834,5,32
1863,2613,2,10
1862,2641,7,36
1863,2853,2,8
1863,2987,1,4
1863,2993,2,7
1863,3112,2,8
1862,3207,5,29
1863,2917,2,11
1863,3226,1,4
1861,3289,9,29
1863,3150,2,9
1797,3342,1,5
1798,1985,1,4
1797,2630,1,5
1798,1989,1,5
1799,1830,1,4
1797,2095,6,30
1797,2153,2,9
1797,2296,6,33
1797,2350,3,18
1797,2384,3,17
1798,2891,1,5
1797,2907,4,23
1797,2948,3,18
1797,2963,3,12
1797,2992,2,9
1797,3002,3,16
1797,3079,2,7
1797,3105,3,13
1798,1752,4,21
1798,2163,2,9
1798,2652,1,5
1799,2289,1,3
1798,2888,2,11
1797,3077,4,27
48,3428,4,22
1797,41,2,10
1797,738,4,18
1798,173,4,23
1797,224,5,27
1797,233,1,4
1797,236,3,15
47,296,2,10
1797,353,5,32
1798,394,3,12
1797,417,7,39
1797,451,4,26
1797,516,5,33
1797,516,5,24
1799,552,1,4
1797,755,4,25
1798,580,1,4
1798,752,1,5
1798,858,4,27
1798,1421,2,10
1799,416,1,4
1797,888,1,3
1797,1179,4,25
1798,833,4,26
1797,974,1,5
1797,1146,1,4
1798,372,1,5
1798,510,1,4
1798,1501,3,18
1798,1574,3,18
1799,500,2,11
1797,524,6,27
1797,543,7,31
1797,738,4,22
1797,755,4,25
1798,802,1,5
1797,1353,2,11
1797,1431,2,8
1797,1721,2,8
1798,415,3,16
1797,1695,3,14
1797,1738,3,16
1798,394,3,15
47,433,2,9
47,603,3,18
47,674,1,4
47,803,1,3
47,880,3,18
47,962,2,10
47,979,3,12
47,1613,1,3
47,3171,2,11
47,3183,2,11
48,800,1,5
48,954,1,4
47,1358,1,5
47,1783,1,4
47,1833,9,30
47,1849,6,35
47,1862,6,36
47,1959,6,32
47,2003,9,33
47,2048,2,9
47,2209,1,5
47,2253,6,36
47,2300,1,5
47,2494,1,3
47,2851,1,4
47,2955,2,9
48,2715,1,4
47,2958,2,7
47,2964,2,10
47,3020,1,3
47,3022,1,5
48,118,1,3
47,216,4,20
47,1037,2,7
47,1611,1,4
48,606,1,5
48,1418,1,4
49,376,1,4
47,1540,2,11
48,1792,3,12
47,2011,4,25
47,2044,5,23
47,2182,4,24
48,2508,2,8
47,2709,5,32
48,2720,2,11
47,2726,5,27
47,3354,3,16
48,1908,5,21
48,1916,2,8
48,2348,3,18
49,1982,1,3
47,2405,6,36
47,2424,3,15
47,2731,4,18
47,2787,6,25
48,2724,3,17
47,2976,5,30
47,2985,5,30
48,2113,5,29
48,2635,1,5
48,2704,2,10
48,2926,1,5
48,3048,3,13
47,3102,5,28
47,3143,5,31
47,3179,3,14
48,3154,3,18
48,3191,2,7
48,3354,2,9
47,3415,4,26
49,2196,1,3
47,3202,5,30
48,2626,4,21
48,2847,4,22
48,3157,4,27
48,3177,4,23
49,156,2,9
47,171,5,27
47,1062,3,12
47,1719,2,7
48,15,4,19
48,404,4,25
49,472,1,3
48,521,2,9
48,1372,2,10
49,486,1,5
47,632,5,32
49,21,2,11
49,203,2,7
47,272,5,33
47,971,4,26
47,1081,5,24
48,1091,3,13
47,1126,5,22
47,1128,5,31
48,783,4,23
48,1274,3,16
47,1491,4,24
47,1600,3,17
49,190,3,14
48,1706,3,14
49,346,3,14
49,535,3,13
49,644,2,9
48,1376,4,27
48,1741,4,24
49,1871,3,17
49,1891,3,13
1797,1779,8,29
1797,1869,5,28
1797,1987,5,22
1797,2095,6,37
1797,2153,2,9
1797,2268,1,5
1797,2384,3,18
1797,2541,1,5
1797,2630,1,4
1798,1985,1,5
1797,2350,3,15
1798,1889,2,9
1798,2652,1,5
1798,2888,2,7
1798,2891,1,3
1797,2963,3,18
1860,1885,1,5
1858,2212,10,45
1859,2258,6,31
1859,2574,5,23
1858,2576,10,35
1858,2622,9,28
1858,2707,10,46
1858,2758,10,45
1858,2772,10,38
1858,2919,10,45
1859,3000,3,15
1858,3330,7,26
1858,3449,7,29
1859,2251,7,27
1859,2630,4,28
108,2918,9,33
109,1805,9,39
109,1819,9,36
109,1840,9,40
109,1937,9,30
109,2040,7,35
110,1971,4,23
110,2088,4,24
111,2093,1,3
110,2194,4,22
110,2250,4,18
109,2258,9,43
109,2272,9,35
109,2700,8,39
110,2870,3,17
111,1988,3,18
111,2598,1,4
1859,2922,4,23
1858,3080,8,30
1859,2308,8,34
1859,3116,5,30
1859,3128,4,26
1860,1988,3,14
1859,2499,4,28
108,2732,10,30
110,2648,3,18
110,2673,3,18
110,3132,1,3
108,3200,10,43
109,2986,6,34
111,2378,1,3
111,2395,1,5
111,2440,1,5
1797,3342,1,5
1858,3467,7,26
1859,1820,8,34
1860,2535,1,3
1860,2557,1,3
1860,2572,1,4
1860,2908,1,3
1864,3437,5,32
1865,2124,4,19
1863,3466,9,44
1864,677,9,36
1865,618,5,31
1865,819,5,24
1865,1415,2,9
1865,1463,2,11
1864,1737,6,31
1865,1316,3,18
1865,1990,5,27
1865,2606,5,27
1866,40,2,8
1866,390,2,11
1864,1343,8,43
1866,1009,1,5
1865,1045,5,23
1866,498,2,10
1866,526,1,3
1864,826,10,41
1866,942,1,5
1865,1344,4,25
1866,1187,1,5
1864,1240,8,38
1865,1170,4,20
1866,1247,1,5
1865,1364,4,23
1866,2096,2,11
1865,2769,4,19
1866,1442,1,3
1866,1804,2,8
113,2931,10,30
113,3091,9,38
114,1814,9,35
114,1854,10,42
114,2141,8,40
114,2321,8,42
114,2408,7,31
114,2560,7,26
114,2622,6,36
114,3019,6,35
114,3081,4,23
115,1817,5,32
114,1828,9,44
115,1982,3,14
115,2161,4,26
115,2521,3,16
115,3125,1,3
115,3263,1,5
115,3291,2,10
115,3303,1,3
113,3399,10,44
114,2195,9,30
1864,2772,7,32
1864,3321,6,29
1865,2686,4,24
115,3000,4,22
114,3054,7,39
114,3171,6,36
114,3280,5,28
114,3381,5,21
115,3273,3,17
1865,3399,1,4
115,3419,3,13
115,3428,2,11
1800,3448,1,4
1866,1758,2,7
1864,2198,10,44
1865,2181,6,37
1866,2188,2,7
1866,2225,1,4
1866,2269,2,10
1866,2278,1,4
1864,2289,7,28
1864,2488,10,31
1864,2544,9,46
1864,3144,8,28
1864,3365,7,33
1864,3400,7,38
1865,1767,8,29
1865,2467,6,29
1865,2557,7,39
1864,2584,10,37
1864,2850,9,29
1865,2912,5,33
1865,3442,2,7
1866,2318,3,12
1866,2685,2,9
1866,2738,2,11
1865,2920,5,26
1866,2916,2,9
1864,3177,7,29
1865,2837,6,30
1866,741,2,9
1865,814,6,25
1865,960,6,27
1865,1026,6,29
1866,180,3,18
1866,312,3,18
1865,1381,5,27
1864,1707,9,44
1866,470,4,28
1866,1099,3,18
1866,1112,2,8
1864,1306,10,46
1864,1350,9,43
1864,1727,8,33
1866,336,4,26
1866,493,4,24
1866,641,3,17
1866,746,3,12
1866,827,3,13
1865,869,7,33
1866,927,2,9
1866,1011,2,9
1866,1239,3,16
1866,1282,1,3
1865,1346,6,37
1866,1469,1,5
116,1615,1,3
1864,1682,10,32
1865,1691,5,31
1866,1710,1,5
116,1735,1,5
1866,2950,2,10
1866,3146,2,8
1867,184,1,3
115,667,5,28
115,706,9,43
115,768,9,38
115,812,8,43
115,1118,7,30
115,1205,8,36
115,1341,8,34
115,1344,7,34
116,20,6,36
116,146,5,23
116,191,5,23
116,283,4,27
116,633,5,30
116,673,3,13
115,1608,5,23
116,846,4,24
116,972,4,23
115,1108,9,34
116,897,5,32
116,1031,5,23
116,1270,3,13
116,1366,3,18
117,422,1,5
1799,416,1,4
49,435,5,30
1799,446,4,25
1799,449,4,25
49,472,1,4
49,486,1,4
1799,500,2,8
49,535,3,14
1799,552,1,3
49,644,2,10
49,649,2,10
1799,665,4,18
1799,675,2,9
1799,695,2,9
1799,700,4,22
49,751,4,22
1799,767,1,4
1799,854,1,5
1799,906,2,9
1799,913,2,7
1799,981,2,10
1799,1101,2,9
49,1344,1,4
50,45,1,4
51,169,1,3
49,1272,2,8
50,138,2,7
50,157,2,8
50,216,1,5
50,585,2,10
50,719,2,11
50,842,2,10
50,1219,2,11
49,1292,3,14
116,1363,4,20
116,1604,2,9
116,1605,2,11
117,680,2,8
49,1841,7,30
49,1849,8,34
49,1871,3,15
49,1891,3,17
49,1905,6,29
114,2181,10,34
114,2722,8,38
116,1947,2,7
49,1976,3,12
49,2040,3,18
114,2262,10,30
114,2730,9,36
115,2238,6,30
115,2353,5,28
115,2812,5,22
115,3119,4,27
114,3132,7,33
114,3139,7,33
114,3375,7,25
115,1915,6,37
115,1923,7,28
116,1938,4,23
49,1982,1,5
49,2179,3,17
49,2196,1,5
49,2322,2,9
116,2364,2,10
114,2990,8,31
115,2059,7,30
116,2336,3,16
49,2473,2,10
115,2745,6,35
49,2817,3,14
49,2846,2,11
49,2910,2,9
49,3032,3,14
50,2113,1,4
49,2418,3,15
116,3049,1,3
49,3387,2,8
50,1760,2,7
50,2414,1,4
49,2767,4,26
50,2780,1,4
49,2849,4,27
49,3106,3,16
1799,1438,1,5
50,1471,1,4
1799,1477,1,3
1799,1514,1,5
1800,1017,1,4
1799,1545,2,10
49,1583,2,7
50,342,2,11
1800,1864,3,16
1800,2329,2,9
1799,2782,4,18
1799,2999,4,27
1800,1206,1,5
1799,1460,2,8
1800,1731,2,9
51,1878,2,11
115,3410,5,21
116,3178,1,4
49,3490,1,5
51,1881,1,5
50,3206,1,4
49,3353,4,22
1799,1830,1,4
1799,1850,10,36
1799,1886,5,29
1799,1947,3,16
1799,1976,6,24
1799,1983,5,31
1799,2175,2,11
1799,2289,1,4
1799,2575,1,4
1799,2649,3,18
1799,2731,3,14
1799,2735,2,8
1799,2777,3,15
1799,2827,3,16
1799,2872,1,4
1799,2897,2,8
1799,3088,1,4
1799,3240,2,7
1799,3283,1,4
1800,1949,1,5
1800,2811,2,10
1801,1933,1,3
1801,1971,1,5
1800,2143,3,17
1800,2166,3,18
1800,3302,2,10
1799,3417,3,12
1799,3447,3,17
1800,2073,4,28
1800,2084,4,27
50,2225,3,14
1799,2256,5,21
1800,2277,3,13
1799,2438,5,22
1799,2576,6,36
50,2607,3,16
49,2772,5,29
1799,2805,5,30
49,3139,4,22
1799,3163,5,30
1800,2440,5,25
1800,2568,5,25
50,2695,3,13
1800,3304,2,8
1801,2134,1,4
1799,3100,5,21
1800,2335,4,26
50,2614,2,7
1800,2882,3,12
50,2889,3,17
1799,2923,5,21
50,2961,2,7
1799,3081,3,18
1800,3160,3,15
1799,3164,5,30
1799,3191,3,14
1799,3311,4,23
1799,3326,2,8
1799,3340,2,11
1799,3468,2,7
1801,2069,1,5
1801,2224,2,11
49,2300,5,21
49,2658,5,32
1800,3172,4,27
1800,3448,1,4
50,3457,2,11
50,3470,1,3
1860,49,10,32
112,310,4,26
1861,382,6,31
1862,122,1,3
1860,537,10,40
1860,602,9,45
1860,1032,8,31
1860,1077,8,34
1860,1108,9,30
1860,1139,8,33
1860,1633,6,36
1861,26,6,31
1861,82,8,42
1861,882,5,29
1861,1125,6,27
1861,1152,5,22
1861,1184,5,24
1860,1351,8,36
1861,1470,3,15
1862,247,2,10
1862,299,1,4
1860,1014,9,39
1860,1427,8,34
111,1528,5,24
1860,1545,8,43
1861,385,7,31
1861,1554,3,17
1861,1713,2,11
1862,901,1,3
1861,1712,2,7
1862,655,1,3
1862,1114,1,5
1866,3086,1,4
1859,3287,4,25
1859,3353,5,32
1863,3449,1,3
1863,3454,1,5
43,3460,2,10
43,3477,1,4
44,2575,2,10
43,3493,3,16
104,8,7,34
103,597,10,30
103,1577,8,34
104,128,8,29
104,347,7,35
103,1196,9,46
104,413,7,35
103,543,10,37
103,1031,9,46
104,473,8,41
104,522,7,39
104,966,5,31
105,809,3,17
105,920,2,8
105,992,2,10
103,1077,10,29
105,92,5,30
104,341,9,44
104,923,3,18
105,211,6,24
105,1215,2,7
106,425,1,5
104,635,8,38
104,717,9,31
1853,733,10,45
104,809,8,34
105,824,4,21
1853,1133,10,35
1853,1136,10,31
105,1544,3,15
106,547,1,5
105,899,4,18
104,958,7,28
105,1130,3,15
106,337,2,7
105,1419,4,27
105,1636,3,12
1853,2487,9,32
1854,37,9,39
1854,152,8,40
1854,161,8,41
1854,163,8,41
1854,295,8,33
1854,387,7,39
105,523,3,12
106,394,2,10
1854,547,7,33
1854,849,7,25
1854,874,6,24
1854,1045,5,22
1854,1172,5,23
1855,113,2,7
1855,609,1,3
103,1286,10,38
105,1304,1,4
104,1393,5,25
105,133,3,16
105,263,3,18
103,1203,10,33
103,1709,9,34
106,356,1,5
103,1539,10,45
105,1631,2,11
103,1683,9,30
106,222,1,3
104,387,8,37
1793,2295,4,27
1793,2312,4,27
1794,1774,3,13
1793,1923,9,38
1794,2709,3,12
1793,2833,4,28
1794,2106,3,16
1793,2314,4,18
1793,2481,5,22
1793,3179,5,27
1793,3278,4,27
1794,1947,4,28
1794,2740,4,20
1794,2826,3,15
1794,3391,1,4
1853,1768,10,29
1853,1877,8,43
1853,1955,9,41
1853,2072,10,40
1853,2133,9,44
1853,2238,9,30
1853,2521,9,31
103,2686,8,38
104,1876,5,28
103,2212,9,40
104,2308,5,32
103,2346,10,33
103,2353,9,38
103,2434,10,36
104,2193,6,23
104,2527,5,25
103,2603,9,28
103,2649,9,34
104,2721,4,23
1853,2844,8,39
104,2969,2,8
103,2974,9,46
104,2650,4,24
104,2976,2,7
103,2988,7,41
103,3041,7,28
103,3088,7,34
104,2588,6,25
104,3115,2,10
103,3176,8,30
104,630,8,37
104,974,7,39
1853,1522,9,44
1855,874,1,3
104,1008,7,29
104,1154,7,33
105,1438,2,11
105,1584,2,10
1854,1600,3,17
104,1602,6,32
1853,1660,9,38
1854,1601,4,28
1855,4,4,24
105,875,3,18
104,1604,6,33
104,1669,6,37
104,3219,3,15
1854,3219,4,18
104,3275,1,5
104,3338,1,3
103,3351,7,27
103,3432,6,28
105,2050,1,4
1853,2113,9,44
105,2158,1,4
1853,2293,8,42
1853,2751,6,37
1853,2784,6,25
1854,1885,5,21
1854,2246,4,24
1854,2496,3,17
1854,3239,2,7
1855,2545,1,4
1852,3221,9,32
1852,3263,10,42
1852,3369,10,39
1853,3231,6,23
1854,2173,5,29
1854,2189,5,30
105,2360,1,5
1853,1671,9,34
1853,1728,10,35
1855,1938,4,26
1853,2496,10,42
1855,2541,2,11
1853,2607,9,34
1853,2701,4,19
1854,838,6,29
1854,2568,6,25
1854,2812,5,24
1855,1891,4,18
1855,1914,4,20
1854,2254,7,37
1855,2622,3,17
1853,3115,8,37
1853,3121,8,41
1854,60,8,37
1854,1855,8,33
1854,1932,8,29
103,2570,9,40
104,2628,2,8
103,2878,9,37
104,1930,6,35
104,1964,6,37
103,2609,10,32
104,1973,7,39
104,1975,7,37
104,2053,7,39
104,2681,4,25
104,2908,4,20
105,2081,2,11
103,3222,9,41
103,3409,8,40
103,3435,8,39
104,2104,7,38
104,3057,4,20
105,2353,2,7
104,3151,4,27
105,2379,2,7
103,2703,10,31
103,2865,10,41
104,3117,5,30
105,1064,5,28
39,1098,1,4
39,1106,1,5
39,1128,1,4
39,1173,3,17
39,1292,1,4
40,24,1,5
40,31,2,8
40,103,1,3
39,1257,2,8
39,1306,2,9
39,1423,3,18
39,1434,5,24
39,1438,4,27
105,1606,4,25
106,394,2,7
39,1611,4,27
39,1645,3,14
39,1674,2,9
39,1776,7,33
1791,1797,4,25
1791,1822,5,28
1791,1845,10,32
1791,1917,1,3
1791,1976,2,11
1791,2052,8,43
39,2068,1,3
39,2115,2,7
1791,2169,2,10
39,2221,2,11
1791,2226,1,5
1791,2344,5,33
39,2414,1,5
39,2526,1,3
39,2586,3,17
1791,2599,2,11
1791,2618,5,21
39,2656,3,15
39,2722,3,12
1791,2836,3,18
39,2914,1,5
1791,2918,7,40
39,2939,1,3
39,2990,2,8
39,3013,2,11
39,3035,2,11
1791,3116,1,4
1791,3183,3,17
1791,3191,1,5
1791,3347,1,3
1791,3356,2,8
1791,3460,1,5
1792,1762,2,8
1792,1916,1,5
1792,1982,1,5
1791,3471,1,3
1792,1816,2,9
1792,1983,2,7
1792,2381,2,10
1854,3403,3,15
1855,2382,1,3
1791,3450,2,8
1792,2440,1,5
1855,2700,1,5
1853,2762,8,40
1791,3237,2,9
1791,3291,6,31
1854,3398,5,23
1855,1975,4,25
1855,2483,4,27
1853,2786,10,36
1853,2791,10,41
1854,2837,3,14
1853,3330,7,29
1854,1621,3,17
1854,1637,3,15
1854,2750,5,30
1854,3466,2,9
1855,125,1,5
41,138,3,16
41,138,3,15
41,173,1,4
41,173,1,4
41,225,8,38
41,239,7,37
41,239,7,34
41,278,1,4
1855,279,2,7
41,283,7,26
41,286,6,26
41,286,6,36
41,352,2,7
41,352,2,8
41,484,3,16
41,484,3,17
41,531,1,3
41,531,1,3
41,543,2,7
41,543,2,8
41,588,5,30
41,730,5,31
41,781,2,11
41,781,2,11
41,790,5,25
41,895,3,15
41,895,3,17
41,924,3,17
41,924,3,16
41,955,3,14
41,955,3,18
41,958,4,27
41,1042,1,4
41,1042,1,5
41,1163,3,14
41,1163,3,13
41,1168,3,13
41,1168,3,16
41,1180,2,9
41,1649,2,8
42,465,3,12
42,929,2,8
1791,21,10,44
1791,44,10,39
1791,49,8,30
1791,64,4,18
1791,68,2,10
1791,1033,1,4
1792,71,1,4
1791,89,10,35
1791,180,3,18
1791,223,2,7
1791,295,4,23
1792,24,2,10
1792,107,2,8
1792,125,2,11
1791,253,4,23
1792,305,2,8
1792,317,1,4
1791,335,3,15
1791,368,4,26
1791,450,3,13
1791,477,3,17
1792,554,1,5
41,588,5,23
1791,594,2,9
1791,717,2,7
1791,739,3,18
41,784,5,30
1791,881,3,17
41,1079,4,18
41,1171,4,21
1791,1184,1,4
1791,1201,2,9
41,1282,4,28
1791,1408,3,12
1792,760,2,11
41,1602,4,27
41,1646,4,19
41,1649,2,7
41,1797,8,39
41,1797,8,31
41,1808,10,36
41,1847,6,37
41,1847,6,33
41,1871,6,30
41,1877,1,4
41,1877,1,4
41,1890,9,42
42,1922,1,4
1791,1937,3,15
41,1971,1,4
41,1980,4,20
41,1980,4,27
41,2030,8,33
41,2031,3,18
41,2031,3,16
41,2054,2,9
41,2114,5,24
41,2131,1,5
42,1520,1,5
42,2117,1,3
1791,2292,4,22
1792,1959,3,14
1791,1967,5,30
41,1971,1,3
41,2054,2,7
1791,2054,8,32
42,2117,1,3
1791,2209,6,27
41,2451,3,18
41,2550,5,21
41,2606,3,12
41,2683,3,16
41,2733,4,20
1791,2803,3,13
41,2872,4,24
41,2989,4,20
1791,2995,4,27
41,3000,3,15
42,2298,1,5
41,2507,2,8
41,2633,2,11
42,2317,3,14
42,2593,2,10
41,2683,3,13
42,2315,3,12
41,3000,3,18
42,2324,3,16
42,2499,3,17
41,2872,4,22
41,2989,4,24
42,1398,2,8
42,1478,2,8
42,1536,1,5
43,279,1,3
41,1938,5,32
41,2009,7,34
42,2040,4,19
41,2094,7,39
41,2451,3,15
41,2606,3,16
41,2736,5,24
1791,3004,4,28
1792,2706,3,13
1791,2771,4,22
1792,1868,4,28
1792,1979,4,25
41,2131,1,4
42,2298,1,5
1791,2315,4,18
42,2373,1,4
41,2507,2,8
41,2633,2,9
41,2782,1,5
1791,2795,8,43
1792,2893,2,7
